"ID de registro","Nombre de Línea de OT","Punto de venta.id","Punto de venta"
zcrm_707987000001924061,"Palace Parfums Santiago III, OT, 30000, ADEJE, C.C. Parque Santiago III. Avda. Las Américas, 38650. Arona, Santa Cruz de Tenerife. Local 41., d7f735909f",zcrm_707987000000596814,"Palace Parfums Santiago III"
zcrm_707987000001924062,"Palace Parfums Santiago III, OT, 30000, ADEJE, C.C. Parque Santiago III. Avda. Las Américas, 38650. Arona, Santa Cruz de Tenerife. Local 41., 4fe2a940f7",zcrm_707987000000596814,"Palace Parfums Santiago III"
zcrm_707987000001924063,"Palace Parfums Santiago III, OT, 30000, ADEJE, C.C. Parque Santiago III. Avda. Las Américas, 38650. Arona, Santa Cruz de Tenerife. Local 41., 09e6b030bc",zcrm_707987000000596814,"Palace Parfums Santiago III"
zcrm_707987000001924064,"Palace Parfums Santiago III, OT, 30000, ADEJE, C.C. Parque Santiago III. Avda. Las Américas, 38650. Arona, Santa Cruz de Tenerife. Local 41., 2d00711212",zcrm_707987000000596814,"Palace Parfums Santiago III"
zcrm_707987000001924065,"Palace Parfums Santiago III, OT, 30000, ADEJE, C.C. Parque Santiago III. Avda. Las Américas, 38650. Arona, Santa Cruz de Tenerife. Local 41., 8ef8a12efc",zcrm_707987000000596814,"Palace Parfums Santiago III"
zcrm_707987000001924066,"Glamour & Beauty - Mirador, OT, 30001, TELDE, C.C. El Mirador. Av. Santa Rita de Casia, 35220 Las Palmas de Gran Canaria, Las Palmas., d514795dd6",zcrm_707987000000598494,"Glamour & Beauty - Mirador"
zcrm_707987000001924067,"Dalia 26, OT, 30002, YUMBO, Avda. Estados Unidos, 54 Centro Comercial Yumbo, planta 3, local 325 uno B, 35100, Las Palmas, 4744212860",zcrm_707987000000599449,"Dalia 26"
zcrm_707987000001924068,"Dalia 26, OT, 30002, YUMBO, Avda. Estados Unidos, 54 Centro Comercial Yumbo, planta 3, local 325 uno B, 35100, Las Palmas, f04cb24904",zcrm_707987000000599449,"Dalia 26"
zcrm_707987000001924069,"Dalia 26, OT, 30002, YUMBO, Avda. Estados Unidos, 54 Centro Comercial Yumbo, planta 3, local 325 uno B, 35100, Las Palmas, fdb58ccbc0",zcrm_707987000000599449,"Dalia 26"
zcrm_707987000001924070,"Dalia 6, OT, 30003, PUERTO DEL CARMEN, Av. de las Playas, 31, 35510 Puerto del Carmen, Las Palmas, a0ae6fa337",zcrm_707987000000597836,"Dalia 6"
zcrm_707987000001924071,"Dalia 6, OT, 30003, PUERTO DEL CARMEN, Av. de las Playas, 31, 35510 Puerto del Carmen, Las Palmas, 8b16149055",zcrm_707987000000597836,"Dalia 6"
zcrm_707987000001924072,"Dalia 27, OT, 30004, LA LAGUNA, C/Herradores, 58, 1e5ab86a5b",zcrm_707987000000599474,"Dalia 27"
zcrm_707987000001924073,"Dalia 27, OT, 30004, LA LAGUNA, C/Herradores, 58, 0dd975f493",zcrm_707987000000599474,"Dalia 27"
zcrm_707987000001924074,"Dalia 27, OT, 30004, LA LAGUNA, C/Herradores, 58, 6ab2c38788",zcrm_707987000000599474,"Dalia 27"
zcrm_707987000001924075,"Dalia 27, OT, 30004, LA LAGUNA, C/Herradores, 58, b293024cec",zcrm_707987000000599474,"Dalia 27"
zcrm_707987000001924076,"Dalia 27, OT, 30004, LA LAGUNA, C/Herradores, 58, 85e91600d4",zcrm_707987000000599474,"Dalia 27"
zcrm_707987000001924077,"Dalia 27, OT, 30004, LA LAGUNA, C/Herradores, 58, 5b27b8a358",zcrm_707987000000599474,"Dalia 27"
zcrm_707987000001924078,"Dalia 27, OT, 30004, LA LAGUNA, C/Herradores, 58, e5260cc3f3",zcrm_707987000000599474,"Dalia 27"
zcrm_707987000001924079,"Dalia 27, OT, 30004, LA LAGUNA, C/Herradores, 58, c67edb8c26",zcrm_707987000000599474,"Dalia 27"
zcrm_707987000001924080,"Dalia 27, OT, 30004, LA LAGUNA, C/Herradores, 58, 1564b2bd32",zcrm_707987000000599474,"Dalia 27"
zcrm_707987000001924081,"Dalia 27, OT, 30004, LA LAGUNA, C/Herradores, 58, 1c7c7dfc69",zcrm_707987000000599474,"Dalia 27"
zcrm_707987000001924082,"Dalia 27, OT, 30004, LA LAGUNA, C/Herradores, 58, b080a97ad1",zcrm_707987000000599474,"Dalia 27"
zcrm_707987000001924083,"Dalia 27, OT, 30004, LA LAGUNA, C/Herradores, 58, fdfd56757b",zcrm_707987000000599474,"Dalia 27"
zcrm_707987000001924084,"Dalia 27, OT, 30004, LA LAGUNA, C/Herradores, 58, 674f9184a9",zcrm_707987000000599474,"Dalia 27"
zcrm_707987000001924085,"Dalia 27, OT, 30004, LA LAGUNA, C/Herradores, 58, c7d24ed2f8",zcrm_707987000000599474,"Dalia 27"
zcrm_707987000001924086,"Bingo Luján, OT, 30005, VECINDARIO, C/ Hernán Pérez, nº. 4, 7e5400e734",zcrm_707987000000599354,"Bingo Luján"
zcrm_707987000001924087,"Bingo Luján, OT, 30005, VECINDARIO, C/ Hernán Pérez, nº. 4, c0890f85a0",zcrm_707987000000599354,"Bingo Luján"
zcrm_707987000001924088,"Bingo Luján, OT, 30005, VECINDARIO, C/ Hernán Pérez, nº. 4, e16031cade",zcrm_707987000000599354,"Bingo Luján"
zcrm_707987000001924089,"Vivienda Guillermo Beirone, OT, 30006, TEROR, Paseo González Diaz, 74, 52dd2cfc50",zcrm_707987000000599546,"Vivienda Guillermo Beirone"
zcrm_707987000001924090,"Primor Open Mall, OT, 30320, ARRECIFE, CC Open Mall, localB02 C/. León y Castillo, 156, 02cd508d5e",zcrm_707987000000599555,"Primor Open Mall"
zcrm_707987000001924091,"Primor Open Mall, OT, 30320, ARRECIFE, CC Open Mall, localB02 C/. León y Castillo, 156, ba4cecbadf",zcrm_707987000000599555,"Primor Open Mall"
zcrm_707987000001924092,"Primor Open Mall, OT, 30320, ARRECIFE, CC Open Mall, localB02 C/. León y Castillo, 156, 7940b2c2ff",zcrm_707987000000599555,"Primor Open Mall"
zcrm_707987000001924093,"Dos por Dos, Grupo Imagen, S.L., OT, 30007, TELDE, Urb Juan Ascanio s/n, cb30e6426b",zcrm_707987000000584814,"Dos por Dos, Grupo Imagen, S.L."
zcrm_707987000001924094,"Dos por Dos, Grupo Imagen, S.L., OT, 30007, TELDE, Urb Juan Ascanio s/n, 6852a150c6",zcrm_707987000000584814,"Dos por Dos, Grupo Imagen, S.L."
zcrm_707987000001924095,"Sabina Siam, OT, 30008, ADEJE, Av. Siam, 3, 38660 Costa Adeje, Santa Cruz de Tenerife, 2ba2e74a9f",zcrm_707987000000597893,"Sabina Siam"
zcrm_707987000001924096,"Sabina Siam, OT, 30008, ADEJE, Av. Siam, 3, 38660 Costa Adeje, Santa Cruz de Tenerife, f53ab6ebe8",zcrm_707987000000597893,"Sabina Siam"
zcrm_707987000001924097,"Sabina Siam, OT, 30008, ADEJE, Av. Siam, 3, 38660 Costa Adeje, Santa Cruz de Tenerife, d66dfb05e8",zcrm_707987000000597893,"Sabina Siam"
zcrm_707987000001924098,"Perfumes.es Fariones, OT, 30321, ARRECIFE, CC Fariones, Avda de las playas s/n cerca hotel farion, 234d14537c",zcrm_707987000000599828,"Perfumes.es Fariones"
zcrm_707987000001924099,"Perfumes.es Fariones, OT, 30321, ARRECIFE, CC Fariones, Avda de las playas s/n cerca hotel farion, 93667423e4",zcrm_707987000000599828,"Perfumes.es Fariones"
zcrm_707987000001924100,"Perfumes.es Fariones, OT, 30321, ARRECIFE, CC Fariones, Avda de las playas s/n cerca hotel farion, 20f007a566",zcrm_707987000000599828,"Perfumes.es Fariones"
zcrm_707987000001924101,"Perfumes.es Fariones, OT, 30321, ARRECIFE, CC Fariones, Avda de las playas s/n cerca hotel farion, ca9b0b24f1",zcrm_707987000000599828,"Perfumes.es Fariones"
zcrm_707987000001924102,"Perfumes.es Fariones, OT, 30321, ARRECIFE, CC Fariones, Avda de las playas s/n cerca hotel farion, 0e720c0d39",zcrm_707987000000599828,"Perfumes.es Fariones"
zcrm_707987000001924103,"Perfumes.es Fariones, OT, 30322, ARRECIFE, CC Fariones, Avda de las playas s/n cerca hotel farion, 365e17d40d",zcrm_707987000000599828,"Perfumes.es Fariones"
zcrm_707987000001924104,"Perfumes.es Fariones, OT, 30322, ARRECIFE, CC Fariones, Avda de las playas s/n cerca hotel farion, 7cfa289c75",zcrm_707987000000599828,"Perfumes.es Fariones"
zcrm_707987000001924105,"Perfumes.es Fariones, OT, 30322, ARRECIFE, CC Fariones, Avda de las playas s/n cerca hotel farion, 68c5151d43",zcrm_707987000000599828,"Perfumes.es Fariones"
zcrm_707987000001924106,"Perfumes.es Fariones, OT, 30322, ARRECIFE, CC Fariones, Avda de las playas s/n cerca hotel farion, 29b159681a",zcrm_707987000000599828,"Perfumes.es Fariones"
zcrm_707987000001924107,"Gimnasio Sonneland Francisco Pestana, OT, 30009, PLAYA DEL INGLÉS, C.C. Sonneland, local 301, f59f6264c6",zcrm_707987000000599835,"Gimnasio Sonneland Francisco Pestana"
zcrm_707987000001924108,"Gimnasio Sonneland Francisco Pestana, OT, 30009, PLAYA DEL INGLÉS, C.C. Sonneland, local 301, d917fa2d77",zcrm_707987000000599835,"Gimnasio Sonneland Francisco Pestana"
zcrm_707987000001924109,"CC Las Arenas, OT, 30010, ARENAS, C.C. Las Arenas. Carretera del Rincón. s/n, 35010. Las Palmas de Gran Canaria., d1544750f7",zcrm_707987000000598532,"CC Las Arenas"
zcrm_707987000001924110,"CC Las Arenas, OT, 30010, ARENAS, C.C. Las Arenas. Carretera del Rincón. s/n, 35010. Las Palmas de Gran Canaria., d3ae64668b",zcrm_707987000000598532,"CC Las Arenas"
zcrm_707987000001924111,"CC Las Arenas, OT, 30010, ARENAS, C.C. Las Arenas. Carretera del Rincón. s/n, 35010. Las Palmas de Gran Canaria., f670a910a6",zcrm_707987000000598532,"CC Las Arenas"
zcrm_707987000001924112,"Vivienda Miguel Cazorla, OT, 30011, MASPALOMAS, C/Vicente Suarez, nº 11, 4851f4ecda",zcrm_707987000000599459,"Vivienda Miguel Cazorla"
zcrm_707987000001924113,"Vivienda Miguel Cazorla, OT, 30011, MASPALOMAS, C/Vicente Suarez, nº 11, 9cf5bbb4de",zcrm_707987000000599459,"Vivienda Miguel Cazorla"
zcrm_707987000001924114,"Corte Ingles M&L 18, OT, 30012, M&L, Av. José Mesa y López, 18, 35007 Las Palmas de Gran Canaria, Las Palmas, 2a2e16a03d",zcrm_707987000000584801,"Corte Ingles M&L 18"
zcrm_707987000001924115,"Corte Ingles M&L 18, OT, 30012, M&L, Av. José Mesa y López, 18, 35007 Las Palmas de Gran Canaria, Las Palmas, 75d0a5c8c0",zcrm_707987000000584801,"Corte Ingles M&L 18"
zcrm_707987000001924116,"Corte Ingles M&L 18, OT, 30012, M&L, Av. José Mesa y López, 18, 35007 Las Palmas de Gran Canaria, Las Palmas, 0f9c2ee28e",zcrm_707987000000584801,"Corte Ingles M&L 18"
zcrm_707987000001924117,"Corte Ingles M&L 18, OT, 30012, M&L, Av. José Mesa y López, 18, 35007 Las Palmas de Gran Canaria, Las Palmas, 21d459db19",zcrm_707987000000584801,"Corte Ingles M&L 18"
zcrm_707987000001924118,"Corte Ingles M&L 18, OT, 30012, M&L, Av. José Mesa y López, 18, 35007 Las Palmas de Gran Canaria, Las Palmas, 8ae456cd50",zcrm_707987000000584801,"Corte Ingles M&L 18"
zcrm_707987000001924119,"Corte Ingles M&L 18, OT, 30012, M&L, Av. José Mesa y López, 18, 35007 Las Palmas de Gran Canaria, Las Palmas, f5dad98df4",zcrm_707987000000584801,"Corte Ingles M&L 18"
zcrm_707987000001924120,"Corte Ingles M&L 18, OT, 30012, M&L, Av. José Mesa y López, 18, 35007 Las Palmas de Gran Canaria, Las Palmas, 646f12da9f",zcrm_707987000000584801,"Corte Ingles M&L 18"
zcrm_707987000001924121,"Corte Ingles M&L 18, OT, 30012, M&L, Av. José Mesa y López, 18, 35007 Las Palmas de Gran Canaria, Las Palmas, 708ffa0936",zcrm_707987000000584801,"Corte Ingles M&L 18"
zcrm_707987000001924122,"Corte Ingles M&L 18, OT, 30012, M&L, Av. José Mesa y López, 18, 35007 Las Palmas de Gran Canaria, Las Palmas, f79eac1a06",zcrm_707987000000584801,"Corte Ingles M&L 18"
zcrm_707987000001924123,"Corte Ingles M&L 18, OT, 30012, M&L, Av. José Mesa y López, 18, 35007 Las Palmas de Gran Canaria, Las Palmas, 793acfe6a3",zcrm_707987000000584801,"Corte Ingles M&L 18"
zcrm_707987000001924124,"Corte Ingles M&L 18, OT, 30012, M&L, Av. José Mesa y López, 18, 35007 Las Palmas de Gran Canaria, Las Palmas, 7438a0c8c4",zcrm_707987000000584801,"Corte Ingles M&L 18"
zcrm_707987000001924125,"Corte Ingles M&L 18, OT, 30012, M&L, Av. José Mesa y López, 18, 35007 Las Palmas de Gran Canaria, Las Palmas, 13227aa8b0",zcrm_707987000000584801,"Corte Ingles M&L 18"
zcrm_707987000001924126,"Corte Ingles M&L 18, OT, 30012, M&L, Av. José Mesa y López, 18, 35007 Las Palmas de Gran Canaria, Las Palmas, c057a0e2b6",zcrm_707987000000584801,"Corte Ingles M&L 18"
zcrm_707987000001924127,"Corte Ingles M&L 18, OT, 30012, M&L, Av. José Mesa y López, 18, 35007 Las Palmas de Gran Canaria, Las Palmas, c7464b40e6",zcrm_707987000000584801,"Corte Ingles M&L 18"
zcrm_707987000001924128,"Corte Ingles M&L 18, OT, 30012, M&L, Av. José Mesa y López, 18, 35007 Las Palmas de Gran Canaria, Las Palmas, 5b5123720b",zcrm_707987000000584801,"Corte Ingles M&L 18"
zcrm_707987000001924129,"Corte Ingles M&L 18, OT, 30012, M&L, Av. José Mesa y López, 18, 35007 Las Palmas de Gran Canaria, Las Palmas, 65216b4e15",zcrm_707987000000584801,"Corte Ingles M&L 18"
zcrm_707987000001924130,"Corte Ingles M&L 18, OT, 30012, M&L, Av. José Mesa y López, 18, 35007 Las Palmas de Gran Canaria, Las Palmas, 309e92d28c",zcrm_707987000000584801,"Corte Ingles M&L 18"
zcrm_707987000001924131,"Corte Ingles M&L 18, OT, 30012, M&L, Av. José Mesa y López, 18, 35007 Las Palmas de Gran Canaria, Las Palmas, 111235f79b",zcrm_707987000000584801,"Corte Ingles M&L 18"
zcrm_707987000001924132,"Corte Ingles M&L 18, OT, 30012, M&L, Av. José Mesa y López, 18, 35007 Las Palmas de Gran Canaria, Las Palmas, 5ffc93a213",zcrm_707987000000584801,"Corte Ingles M&L 18"
zcrm_707987000001924133,"Corte Ingles M&L 18, OT, 30012, M&L, Av. José Mesa y López, 18, 35007 Las Palmas de Gran Canaria, Las Palmas, 48d3e6b332",zcrm_707987000000584801,"Corte Ingles M&L 18"
zcrm_707987000001924134,"Corte Ingles M&L 18, OT, 30012, M&L, Av. José Mesa y López, 18, 35007 Las Palmas de Gran Canaria, Las Palmas, 4104ac53c6",zcrm_707987000000584801,"Corte Ingles M&L 18"
zcrm_707987000001924135,"Corte Ingles M&L 18, OT, 30012, M&L, Av. José Mesa y López, 18, 35007 Las Palmas de Gran Canaria, Las Palmas, 1ccd73a770",zcrm_707987000000584801,"Corte Ingles M&L 18"
zcrm_707987000001924136,"Perfumes.es Fariones, OT, 30323, ARRECIFE, CC Fariones, Avda de las playas s/n cerca hotel farion, 64f50fb529",zcrm_707987000000599828,"Perfumes.es Fariones"
zcrm_707987000001924137,"Perfumes.es Fariones, OT, 30323, ARRECIFE, CC Fariones, Avda de las playas s/n cerca hotel farion, 75e570ad2f",zcrm_707987000000599828,"Perfumes.es Fariones"
zcrm_707987000001924138,"Perfumes.es Fariones, OT, 30323, ARRECIFE, CC Fariones, Avda de las playas s/n cerca hotel farion, c2b18393dd",zcrm_707987000000599828,"Perfumes.es Fariones"
zcrm_707987000001924139,"Perfumes.es Fariones, OT, 30323, ARRECIFE, CC Fariones, Avda de las playas s/n cerca hotel farion, e245319a7d",zcrm_707987000000599828,"Perfumes.es Fariones"
zcrm_707987000001924140,"Perfumes.es Fariones, OT, 30323, ARRECIFE, CC Fariones, Avda de las playas s/n cerca hotel farion, e168937500",zcrm_707987000000599828,"Perfumes.es Fariones"
zcrm_707987000001924141,"CC Puerto Rico, OT, 30013, PUERTO RICO, Avda. Tomas Roca Bosch, 3, 6768252d56",zcrm_707987000000599850,"CC Puerto Rico"
zcrm_707987000001924142,"CC Puerto Rico, OT, 30013, PUERTO RICO, Avda. Tomas Roca Bosch, 3, 27533d3cd8",zcrm_707987000000599850,"CC Puerto Rico"
zcrm_707987000001924143,"CC Puerto Rico, OT, 30013, PUERTO RICO, Avda. Tomas Roca Bosch, 3, 8d5bfc95f1",zcrm_707987000000599850,"CC Puerto Rico"
zcrm_707987000001924144,"Dalia 25, OT, 30014, TRIANA, Calle Triana, 48, 35002 Las Palmas de Gran Canaria, Las Palmas, b99f6ab4d7",zcrm_707987000000597861,"Dalia 25"
zcrm_707987000001924145,"Perfumes.es Americas, OT, 30324, SANTIAGO, CC. Americas Plaza, 7ec8357fb9",zcrm_707987000000596783,"Perfumes.es Americas"
zcrm_707987000001924146,"Perfumes.es Americas, OT, 30324, SANTIAGO, CC. Americas Plaza, ae58589e39",zcrm_707987000000596783,"Perfumes.es Americas"
zcrm_707987000001924147,"Perfumes.es Americas, OT, 30324, SANTIAGO, CC. Americas Plaza, 605c0f09f4",zcrm_707987000000596783,"Perfumes.es Americas"
zcrm_707987000001924148,"Perfumes.es Americas, OT, 30325, SANTIAGO, CC. Americas Plaza, e9b9124e55",zcrm_707987000000596783,"Perfumes.es Americas"
zcrm_707987000001924149,"Perfumes.es Americas, OT, 30325, SANTIAGO, CC. Americas Plaza, c8d59a7081",zcrm_707987000000596783,"Perfumes.es Americas"
zcrm_707987000001924150,"Perfumes.es Americas, OT, 30325, SANTIAGO, CC. Americas Plaza, 126a16c578",zcrm_707987000000596783,"Perfumes.es Americas"
zcrm_707987000001924151,"Perfumes.es Americas, OT, 30325, SANTIAGO, CC. Americas Plaza, d7d037982c",zcrm_707987000000596783,"Perfumes.es Americas"
zcrm_707987000001924152,"Muller Plaza de España, OT, 30015, MALLORCA, Plaça d'Espanya, 10, Palma, Illes Balears, dc29f989bc",zcrm_707987000000597984,"Muller Plaza de España"
zcrm_707987000001924153,"Muller Plaza de España, OT, 30015, MALLORCA, Plaça d'Espanya, 10, Palma, Illes Balears, d04c96d1f6",zcrm_707987000000597984,"Muller Plaza de España"
zcrm_707987000001924154,"Muller Plaza de España, OT, 30015, MALLORCA, Plaça d'Espanya, 10, Palma, Illes Balears, dfcbd58b9e",zcrm_707987000000597984,"Muller Plaza de España"
zcrm_707987000001924155,"Gobierno de Canarias, OT, 30016, TRIANA, ..., 8a069448ec",zcrm_707987000000598900,"Gobierno de Canarias"
zcrm_707987000001924156,"Grupo Lis - Lis Center II, OT, 30017, FAÑABE, C. Lisboa, 2, 38660 Costa Adeje, CC Gran Sur, 0689e3b05d",zcrm_707987000000596477,"Grupo Lis - Lis Center II"
zcrm_707987000001924157,"Grupo Lis - Lis Center II, OT, 30017, FAÑABE, C. Lisboa, 2, 38660 Costa Adeje, CC Gran Sur, 789e77cc73",zcrm_707987000000596477,"Grupo Lis - Lis Center II"
zcrm_707987000001924158,"Grupo Lis - Lis Center II, OT, 30017, FAÑABE, C. Lisboa, 2, 38660 Costa Adeje, CC Gran Sur, 66ba72392e",zcrm_707987000000596477,"Grupo Lis - Lis Center II"
zcrm_707987000001924159,"Grupo Lis - Lis Center II, OT, 30017, FAÑABE, C. Lisboa, 2, 38660 Costa Adeje, CC Gran Sur, 4cd6559d46",zcrm_707987000000596477,"Grupo Lis - Lis Center II"
zcrm_707987000001924160,"Med Plus (nuevo pv), OT, 30018, MASPALOMAS, C.C. Varadero, 703fc1bb15",zcrm_707987000000599844,"Med Plus (nuevo pv)"
zcrm_707987000001924161,"Med Plus (nuevo pv), OT, 30018, MASPALOMAS, C.C. Varadero, 1e5dc2c9a5",zcrm_707987000000599844,"Med Plus (nuevo pv)"
zcrm_707987000001924162,"Med Plus (nuevo pv), OT, 30018, MASPALOMAS, C.C. Varadero, 1331215b54",zcrm_707987000000599844,"Med Plus (nuevo pv)"
zcrm_707987000001924163,"Med Plus (nuevo pv), OT, 30018, MASPALOMAS, C.C. Varadero, 7fb1e36f6f",zcrm_707987000000599844,"Med Plus (nuevo pv)"
zcrm_707987000001924164,"Med Plus (nuevo pv), OT, 30018, MASPALOMAS, C.C. Varadero, 5295db1624",zcrm_707987000000599844,"Med Plus (nuevo pv)"
zcrm_707987000001924165,"Drago (Gran Tarajal), OT, 30019, JANDIA, C/ Matías López, 11, f58bfad72e",zcrm_707987000000599928,"Drago (Gran Tarajal)"
zcrm_707987000001924166,"Drago (Gran Tarajal), OT, 30019, JANDIA, C/ Matías López, 11, a91612a91e",zcrm_707987000000599928,"Drago (Gran Tarajal)"
zcrm_707987000001924167,"Drago (Gran Tarajal), OT, 30019, JANDIA, C/ Matías López, 11, d18e56900d",zcrm_707987000000599928,"Drago (Gran Tarajal)"
zcrm_707987000001924168,"Drago (Gran Tarajal), OT, 30019, JANDIA, C/ Matías López, 11, 522419934d",zcrm_707987000000599928,"Drago (Gran Tarajal)"
zcrm_707987000001924169,"Drago (Gran Tarajal), OT, 30019, JANDIA, C/ Matías López, 11, b42a0b05ed",zcrm_707987000000599928,"Drago (Gran Tarajal)"
zcrm_707987000001924170,"Drago (Gran Tarajal), OT, 30019, JANDIA, C/ Matías López, 11, ad7c56e856",zcrm_707987000000599928,"Drago (Gran Tarajal)"
zcrm_707987000001924171,"Drago (Gran Tarajal), OT, 30019, JANDIA, C/ Matías López, 11, dc6f5f64af",zcrm_707987000000599928,"Drago (Gran Tarajal)"
zcrm_707987000001924172,"Drago (Gran Tarajal), OT, 30019, JANDIA, C/ Matías López, 11, 212230d5f9",zcrm_707987000000599928,"Drago (Gran Tarajal)"
zcrm_707987000001924173,"Drago (Gran Tarajal), OT, 30019, JANDIA, C/ Matías López, 11, 91f5acf29b",zcrm_707987000000599928,"Drago (Gran Tarajal)"
zcrm_707987000001924174,"Drago (Gran Tarajal), OT, 30019, JANDIA, C/ Matías López, 11, f11fc5b124",zcrm_707987000000599928,"Drago (Gran Tarajal)"
zcrm_707987000001924175,"Drago (Gran Tarajal), OT, 30019, JANDIA, C/ Matías López, 11, 5edf79e075",zcrm_707987000000599928,"Drago (Gran Tarajal)"
zcrm_707987000001924176,"Drago (Gran Tarajal), OT, 30019, JANDIA, C/ Matías López, 11, 692afcd404",zcrm_707987000000599928,"Drago (Gran Tarajal)"
zcrm_707987000001924177,"Drago (Gran Tarajal), OT, 30019, JANDIA, C/ Matías López, 11, 44377e592c",zcrm_707987000000599928,"Drago (Gran Tarajal)"
zcrm_707987000001924178,"Drago (Gran Tarajal), OT, 30019, JANDIA, C/ Matías López, 11, 2f8ae84541",zcrm_707987000000599928,"Drago (Gran Tarajal)"
zcrm_707987000001924179,"Drago (Gran Tarajal), OT, 30019, JANDIA, C/ Matías López, 11, 2dbf017f13",zcrm_707987000000599928,"Drago (Gran Tarajal)"
zcrm_707987000001924180,"Drago (Gran Tarajal), OT, 30019, JANDIA, C/ Matías López, 11, e216447dc7",zcrm_707987000000599928,"Drago (Gran Tarajal)"
zcrm_707987000001924181,"Drago (Gran Tarajal), OT, 30019, JANDIA, C/ Matías López, 11, ce94bd712d",zcrm_707987000000599928,"Drago (Gran Tarajal)"
zcrm_707987000001924182,"Drago (Gran Tarajal), OT, 30019, JANDIA, C/ Matías López, 11, 5224d1d60d",zcrm_707987000000599928,"Drago (Gran Tarajal)"
zcrm_707987000001924183,"Drago (Gran Tarajal), OT, 30019, JANDIA, C/ Matías López, 11, 5e6155da47",zcrm_707987000000599928,"Drago (Gran Tarajal)"
zcrm_707987000001924184,"Drago (Gran Tarajal), OT, 30019, JANDIA, C/ Matías López, 11, 11e7fe1b9c",zcrm_707987000000599928,"Drago (Gran Tarajal)"
zcrm_707987000001924185,"Drago (Gran Tarajal), OT, 30019, JANDIA, C/ Matías López, 11, 58ab502f14",zcrm_707987000000599928,"Drago (Gran Tarajal)"
zcrm_707987000001924186,"Drago (Gran Tarajal), OT, 30019, JANDIA, C/ Matías López, 11, a81790637d",zcrm_707987000000599928,"Drago (Gran Tarajal)"
zcrm_707987000001924187,"Drago (Gran Tarajal), OT, 30019, JANDIA, C/ Matías López, 11, 526ef85162",zcrm_707987000000599928,"Drago (Gran Tarajal)"
zcrm_707987000001924188,"Apartamento Balcón de Jandía, OT, 30020, JANDIA, Peatonal la Tarabilla, Solana Matorral, Las Palmas, 48372dfa41",zcrm_707987000000599927,"Apartamento Balcón de Jandía"
zcrm_707987000001924189,"Apartamento Balcón de Jandía, OT, 30020, JANDIA, Peatonal la Tarabilla, Solana Matorral, Las Palmas, afeb4e5ce8",zcrm_707987000000599927,"Apartamento Balcón de Jandía"
zcrm_707987000001924190,"Palace Parfums Troya, OT, 30021, LAS AMERICAS, C/Francisco Andrade Fumero, 3454b15485",zcrm_707987000000599448,"Palace Parfums Troya"
zcrm_707987000001924191,"Palace Parfums Troya, OT, 30021, LAS AMERICAS, C/Francisco Andrade Fumero, 82f4668280",zcrm_707987000000599448,"Palace Parfums Troya"
zcrm_707987000001924192,"Palace Parfums Troya, OT, 30021, LAS AMERICAS, C/Francisco Andrade Fumero, 4a790b78b8",zcrm_707987000000599448,"Palace Parfums Troya"
zcrm_707987000001924193,"Atlantis Apartments, OT, 30022, 30ac45888d",zcrm_707987000004036052,"Atlantis Apartments"
zcrm_707987000001924194,"Atlantis Suites, OT, 30022, f72f564cd4",zcrm_707987000004036053,"Atlantis Suites"
zcrm_707987000001924195,"Made in led, OT, 30023, TAMARACEITE, C/ Los Almendros, 28 -Tamaraceite-, 555223c346",zcrm_707987000000599936,"Made in led"
zcrm_707987000001924196,"Perfumes.es Duque, OT, 30024, FAÑABE, C.C. Plaza Duque C. Londres, 38660 Costa Adeje, fcc429f811",zcrm_707987000000596514,"Perfumes.es Duque"
zcrm_707987000001924197,"Perfumes.es Duque, OT, 30024, FAÑABE, C.C. Plaza Duque C. Londres, 38660 Costa Adeje, 3bc7234708",zcrm_707987000000596514,"Perfumes.es Duque"
zcrm_707987000001924198,"Perfumes.es Duque, OT, 30024, FAÑABE, C.C. Plaza Duque C. Londres, 38660 Costa Adeje, 4ba183cf6b",zcrm_707987000000596514,"Perfumes.es Duque"
zcrm_707987000001924199,"M&P Abogados, OT, 30025, MASPALOMAS, Avda. de Canarias, nº. 256, 16413cbac1",zcrm_707987000000598812,"M&P Abogados"
zcrm_707987000001924200,"M&P Abogados, OT, 30025, MASPALOMAS, Avda. de Canarias, nº. 256, 499fce08c8",zcrm_707987000000598812,"M&P Abogados"
zcrm_707987000001924201,"M&P Abogados, OT, 30025, MASPALOMAS, Avda. de Canarias, nº. 256, 1e0278f46c",zcrm_707987000000598812,"M&P Abogados"
zcrm_707987000001924202,"M&P Abogados, OT, 30025, MASPALOMAS, Avda. de Canarias, nº. 256, e1c92901a3",zcrm_707987000000598812,"M&P Abogados"
zcrm_707987000001924203,"M&P Abogados, OT, 30025, MASPALOMAS, Avda. de Canarias, nº. 256, d0475b3a5c",zcrm_707987000000598812,"M&P Abogados"
zcrm_707987000001924204,"M&P Abogados, OT, 30025, MASPALOMAS, Avda. de Canarias, nº. 256, 0c44a704a8",zcrm_707987000000598812,"M&P Abogados"
zcrm_707987000001924205,"Rework Inmobiliaria, OT, 30026, 2f5cf70863",zcrm_707987000004036045,"Rework Inmobiliaria"
zcrm_707987000001924206,"Rework Inmobiliaria, OT, 30026, e1acd62138",zcrm_707987000004036045,"Rework Inmobiliaria"
